id	filename	md5	size	state
1291b5e1-d0b7-402d-9834-0862a3f6c2c3	7796806073_R04C01_Grn.idat	84932c3f3e9b745903060818aa956547	8095297	live
6b9fba63-facd-46f6-baf2-3ec3fce87089	9630789235_R03C01_Red.idat	0f98a52576bc9dcad8c212fff5ab8298	8095281	live
4a77fad8-9714-4963-9c08-0256a42bb264	6055424075_R06C01_Grn.idat	7561897833b0b7f52264b741ae11eb31	8091452	live
dfe2797c-129a-477a-8036-995f4e0ec937	6042316137_R03C02_Grn.idat	f9128f5d00393491a4e3c6f3fb0f1c26	8095284	live
836b09d8-037f-43d8-b3cb-86eba3474cc2	3999492082_R04C01_Red.idat	5b943561ba19ae67eba4a40b806cfdef	8095277	live
4a7e0147-956a-4872-a57d-4cae26c5a6d4	8795194059_R03C01_Grn.idat	8015688e637a211d305d9c273be4ad2c	8095257	live
6962fb38-c704-4420-9ea1-dbdc41aea72d	8795194024_R03C02_Grn.idat	52f131d7b53d2fb153abd700ab7c9b66	8095317	live
586a0cb8-547d-4b45-ae6d-63fb2217d52c	6285633035_R01C02_Grn.idat	7b45bf20f638fe79cd22044a9b7e89ea	8095206	live
2a658df8-720e-4ea4-b9c6-4806489bb870	9806233125_R03C01_Red.idat	25c3d14891b09e34cce23270d9ccd86d	8095264	live
234571e7-f8f4-4bd1-a1e0-d9513326c997	6042308135_R02C02_Grn.idat	fc8c409a094d242a08f927a78adf6d63	8091452	live
6f8de5db-ce15-4444-842d-bc887bdb95bd	6285633034_R06C02_Red.idat	5243134d01c0c135beb16a5b29c32629	8095260	live
8f778b15-c626-4494-85f5-8cd5608852ed	9630789215_R03C02_Grn.idat	7c0cadd54acb051e3ca5b60915b7fade	8095288	live
b02d9676-0467-49a0-a6b8-f11a0cd073cb	3999997079_R04C02_Red.idat	80e4c40ffb5b360ef83fab2c4b064749	8095283	live
47a4c762-300d-48c6-94a2-fb9fea504eee	9704031124_R03C01_Red.idat	1e16be463b3d9a7ac82c05ad4f5b4533	8095288	live
c65b3a4d-b07c-476c-8da8-b5b95de12c2e	9283265015_R03C01_Red.idat	dfb7cf3a43929b200cbc7f38405030e3	8095275	live
3a137b3d-09ec-442e-9b49-4b1f1e86568c	6285633036_R01C01_Grn.idat	090fe2fe449ff10ae8aafc7d38cc4268	8095279	live
d8153999-df3a-4f2a-be4d-b65bd2c07e80	6285633014_R05C02_Grn.idat	61c9569def3ef9b3b4bc03389f80096c	8095205	live
27973965-7c44-42c6-bc7c-14872a5aa1d5	6042324022_R05C01_Grn.idat	8514421d4e104a27de137f7a0f085330	8095285	live
b84b5448-54b0-4f05-bc2f-3f5d30e2dd57	9806233125_R02C01_Red.idat	d52a55abc5c706fa21ac9847c72d4f9e	8095264	live
fd60b926-619f-4a2b-bc5e-3884fb39714b	6026818055_R02C01_Grn.idat	0c8edb63f11b4c16bb322d4e354797a3	8091452	live
e3402aaf-0f27-420f-bd01-434eef164478	3999492040_R02C01_Red.idat	3162f69030b4419185896f9286c88ac6	8095283	live
f4ba4b9e-be0e-4896-b402-2d9e6ed0d13a	9630789125_R05C02_Red.idat	bded20d0c9b307fab9103133fb647560	8095316	live
c564b78b-dc71-4817-9831-734283ce235a	6285633085_R05C02_Grn.idat	d1e3b8a1b7b5ac8202aaf27357f2a36a	8095260	live
8dc65f92-05c0-40f2-a64a-3d29d634de77	9934625118_R03C01_Red.idat	b642d2f24ea34daf47fd61d0b1841fcf	8095270	live
63aef98d-680d-48e9-86dd-363f0ed424e2	6057825048_R02C01_Red.idat	df1f99dc1514ef56cb80783537232e1c	8095228	live
cc764017-8221-4152-912f-f2e736c5298a	6026818102_R01C02_Red.idat	c94d59993dbafb15ec93647ac3086df8	8095236	live
d9d2d629-f9ef-4c17-bd7f-808aef6e35a5	9296931004_R05C02_Grn.idat	4238a7e813eb79b847c4037edef9b828	8095268	submitted
0ce7cfc2-d33f-437e-9bac-e53f3bcc0f2b	7796806061_R06C01_Grn.idat	e4782db815398fc421695a83fa1498e9	8095308	live
31995899-dd27-4d40-a2ae-7cbb275a7491	6042316100_R04C02_Grn.idat	b3a7b72ce2cde2a3cac980e54ce34fec	8091452	live
97c10e45-cdd8-474c-8980-b848e4a6a1ae	8784241076_R01C01_Grn.idat	8de0b3e838eaa1fab3cb0d2113a79340	8095340	live
10639d2b-0d14-40ad-aba6-6d29148e64a7	5771955030_R02C02_Grn.idat	47edd82bf3b37dfbfc701e1a7d7b9280	8091452	live
933af691-3447-42a8-9a7a-4a9203b9b4db	9934398053_R02C02_Grn.idat	1dffce5e5e1f30d46ba10b8c32737f88	8095273	submitted
48b53550-4a43-4b06-af77-72ffba0db394	9283265025_R04C01_Red.idat	ec277502dbfdd47627f3ac47f5686972	8095269	live
2203c756-a9ce-4eb7-b58a-feac9fee9584	7796806048_R05C02_Grn.idat	1bf7f65aee2ced4662beba791d15e61e	8095248	live
ceb15a34-ea1c-4b99-b7d4-9e8aae283f1a	9283265058_R02C01_Red.idat	e8aabb0f8babc986f8f141c68f1e6361	8095249	live
5840cb91-ebf0-4d84-99a1-ae5665301956	9630789197_R01C02_Grn.idat	5bd807ffa7a0c122c8baddab5b0c675c	8095305	live
ef7a90b6-d69a-4afb-b557-57a083534e32	9701417173_R03C02_Red.idat	e101525628ad9fd31cd88b09703526a1	8095283	live
7e5fcb26-6719-47a5-abc3-679ad5e81635	9296931022_R05C01_Red.idat	b3a7634319bf5b6b93fb8efb5214c2ff	8095248	live
b018801e-f696-4f17-9a52-540e34d332b6	9701417149_R03C02_Grn.idat	84343b0ddcb66282752d01bb575449e9	8095279	live
02c34b21-5f0f-4ac9-bd3d-0767c173acc5	9934987122_R05C02_Red.idat	323e504ce5c96c35b2d37af806614c40	8095274	live
7b5d9e5d-d78c-479d-89b3-5556526a8f87	9482801040_R02C01_Grn.idat	d8964906107014ae34ab936d2d567f87	8095275	live
79877f93-46f3-4150-9665-8120462da330	8795194078_R02C01_Grn.idat	6913c569dded6d816ed797bb63d6c570	8095265	live
445c09a9-9c8b-4b3a-987f-bcac74dfcb93	6042316093_R06C01_Red.idat	6c5ec0ab81b19421682c2e6eb99818be	8091452	live
b4a1cb3c-f8a3-4972-8684-1f6a8217c0bd	6285650015_R02C02_Red.idat	cc6260a39eaad37d93bdcd903990a9fa	8095252	live
4a7a8b10-bd1e-4590-9eef-2ea33187d60b	8784241057_R02C02_Grn.idat	e44844d97ae0d604c8dde5c8899e5d85	8095316	live
0e35e3be-d832-414e-9e58-4a8c409cae09	9701417036_R02C02_Grn.idat	f8d36732fb8883a480d243bb9f3877d2	8095280	live
4ef6e814-4721-4a3b-ace4-cd33dfdae514	5771955046_R01C01_Grn.idat	df9175c15b3caaebeb9d0c1c9bc601d3	8091452	live
ea72dac4-bfbe-48e6-bf44-ae074fb5b00d	6929718114_R04C02_Red.idat	f14f64a5938b260a17cb428bbba31a81	8095236	live
578edff3-d5a4-4b56-9048-7a1ad5cb6d68	8795194023_R02C02_Red.idat	001828777fb2e8cc0641e56caf3f5cc8	8095329	live
fccde85a-1bba-450e-8bc3-8198c101f7bc	8795194065_R06C01_Red.idat	07a8bba6ee18dde02d45a82dddc2bd6a	8095256	live
99d72170-5c49-4942-9836-de7d2d0200f6	9702496157_R04C02_Red.idat	1c4db89983f9bfa7d888acfa0b39bbe2	8095261	live
0fbe0090-2355-40cc-924a-d46259495edb	6929742070_R01C02_Grn.idat	d3107d2962cec13b247e86047292c38e	8095243	live
7d4c5fd0-b76e-44b8-a549-9452ffda471c	6285633035_R01C02_Red.idat	fabb47fe8f513b6613144da7df8d5541	8095206	live
3e9dc175-159c-4747-92dd-1edaa7a88c8f	6929671023_R02C01_Grn.idat	c7a9c1063ae22dee173477381b4bc83e	8095244	live
9cfe14ec-ac11-4db4-9801-3607cf400f65	9828653006_R02C01_Red.idat	2d4c82ca07de571b494ff64e5a2b988f	8095276	live
bc6db677-c5da-4e39-84a7-51622ebf4a4e	7796806056_R06C01_Red.idat	dc963361a0c820e06da90e3c3df0657f	8095304	live
0ae97add-7dd2-48e9-b12f-c8fc5e1beacd	6285650039_R06C01_Grn.idat	a64d1139bb967a5954e36064e252c266	8095260	live
765ed7cb-c828-443b-b2a5-48b60ed34157	6042324058_R05C01_Grn.idat	7fadfcb6e774a8d131d827e08726f6ca	8095285	live
4ab7c9c6-b687-478c-abdb-74f7dc3cc200	7786923099_R06C02_Red.idat	6ef10e5c845ef6ed8e10eb5034a15e5e	8095263	live
d4bf9ba1-347c-4245-9e4a-7cec6bda1db9	6929718085_R05C02_Red.idat	97ef2ff1972daac221e81a29fd90bf43	8095268	live
dde8b081-2b31-4c91-8abf-58375aed7b2a	6004791020_R04C01_Grn.idat	ded605d681a8bf48368e48da79cc4c40	8091485	live
6a08d75e-1b15-471c-ab8c-9e5e1def083f	9296931073_R05C02_Grn.idat	571574632508c0e320aaecc9a064976a	8095249	live
fb1a9e17-db46-4ff5-8cc9-ed2321370ce8	5775446014_R06C02_Red.idat	ece76324bac38921f6005750e1037a2a	8091452	live
239c953f-90a2-495f-8f5b-fb710a1b654b	8795194061_R01C02_Red.idat	700574acdb73dbf51855950ecb4ac626	8095316	live
910f464f-6282-48e8-8531-823c40e6ffc8	6055424075_R04C02_Grn.idat	32602a36b03fff36675b6e0150be11ae	8091452	live
3ef570ec-5670-445b-86fb-333b1a8efd57	9701417108_R01C02_Grn.idat	18253e6c3b973e6337ba8bf790c00a45	8095314	live
ca13510f-4d96-4d5e-ad94-e06d44add743	6929671022_R02C02_Red.idat	d2c4daed095c6b34826487c9020a6042	8095244	live
e43e475b-74b7-4eaa-a511-73aba89d38bf	7786923009_R04C02_Grn.idat	7f0946d5fdddd8a938bc25e4e5765e1d	8095278	live
9c3b7280-e463-402f-b97f-1e915a604398	6929806069_R02C02_Red.idat	7ed1221418f02245338554b48abdb7aa	8095244	live
0fac352d-c74e-4c67-903b-6a171a7250ee	9482801095_R06C02_Red.idat	ca72695fde84df7a2ae6ac4b0a6c248b	8095299	live
1ee3f877-2410-4f3f-a1f4-f980d9fd20ef	8784241063_R01C02_Red.idat	8ecfbfc7d0f763fb24623a9e03143045	8095311	live
bcdd412d-cb80-44e7-a0eb-d48e39880a00	6042316130_R06C01_Red.idat	14cb3a503ae07a153129fbf140f34201	8091452	live
5a4e2bfb-8765-416d-8ba2-4151c074a77f	9297949080_R03C02_Grn.idat	810e4f8ad9f95febd08209f39592939d	8095284	submitted
eb99ec5f-11c9-4ea8-a6b0-fc4ba111a2c1	9934398004_R05C01_Red.idat	874ab5decc241eb1abccf706914ecc14	8095252	submitted
a00b623d-c2f0-4fc1-9272-ffe64b9f0d5b	3999492115_R02C02_Grn.idat	a2eaa882e58cb11632c0bd2649837c05	8095275	live
c4bebf7f-8144-4ae9-8da8-5e048c998f71	6929718036_R04C01_Grn.idat	40163d3989f238ec2b80605d64b07ecd	8095268	live
5f37fd74-ee09-4100-bf93-5ac8c3fb2a2a	6042316011_R02C01_Red.idat	8ad2a1e6a3483e85733289da4b30a61a	8095212	live
bab1d745-945a-4ef5-a6ca-c0b575826ba8	6026818132_R04C01_Red.idat	f3f5e8e7b70132a3cc13afd8dbed29d7	8091452	live
46b7c197-0cfd-4f10-a5a7-a0bb28ac97e3	6285633063_R06C02_Red.idat	87c6c4dd916344e60ae91e792152618f	8095228	live
09f87713-c217-49ac-9241-38e7f099d04c	9305216121_R04C01_Grn.idat	cfcf9e7a30022a46a257da58e8b4e3b6	8095280	live
60a825d3-8cbb-41a1-8392-20334935ef0d	6042308166_R04C01_Grn.idat	57b420191b0624926190b5ff3b6eca28	8091452	live
bf9cfd4b-add8-4dad-a707-2adaf8c7379b	3999997079_R04C02_Grn.idat	839c9de006bbd509355ee1b4e30d3fbe	8095283	live
8ce11953-ee76-4e9d-84d6-bb6b9914f44b	6264496102_R05C01_Red.idat	f71badf2611d1d75ad5e147381606994	8095244	live
01ea0356-daba-4cb8-9aa8-5b7872b3666b	6264509013_R02C02_Red.idat	86dba3d13da7e0ca4efcf0b3eaf68725	8095247	live
c0ac21e7-850b-4a75-bc35-8481f7b31cc1	3999492115_R02C02_Red.idat	82f137fea5f2479d58605deac1dc9481	8095275	live
da3596a6-545b-4499-873a-2e994599479e	9422493021_R03C02_Grn.idat	8dc186372956fbc80a4a25b2aa3574df	8095316	live
c54e9589-cbf4-4f7a-82d9-65e420c49d10	6005486023_R03C02_Red.idat	53007d413b9568106db0f6e61271da21	8091485	live
93e31884-e9e4-483c-99d0-7c1751951b40	6285650095_R02C02_Grn.idat	74a5b344f7e666f9dd17f6515099db01	8095280	live
ae2d64f9-6cec-408e-86c7-028a2cd0e46d	6042316072_R02C02_Red.idat	cb6487441f6c272a81fa090fbc9daba7	8091452	live
2bac4888-9274-43ee-8c26-2f41d6bbe242	3999492078_R02C02_Red.idat	0f9ec52a5a9c46b1bbfd561d4ef347df	8095272	live
303513de-97d2-4da6-bf41-d9f1e8ec3241	6929742045_R05C02_Grn.idat	d48eb50f1d70d89197a77a6706ecc0eb	8095259	live
5f8a9a8d-4357-426d-9291-bcf83bdedbd6	8784241132_R06C02_Grn.idat	0c1bdf2da7a8396b47212e178c50f481	8095304	live
ae3f378e-abd5-4882-8584-55dda9513349	6026818111_R04C02_Red.idat	777c316cffa61fb953513da5c77d3d83	8095231	live
1573f766-6fea-4c5a-a8e0-d3da605e1f0f	8784241038_R06C01_Grn.idat	1337d84a09b3de279d105ab71d79a49c	8095272	live
333045ef-5641-4d86-a50a-f7c137b8532a	9297949047_R02C02_Red.idat	483d29d9fb5f792e64b8f0bbad68d3a4	8095305	live
a0710aba-8e39-41da-b3ab-a32be0a86508	9422491113_R05C01_Red.idat	a4ae2099c84d496de2f392b090498b2a	8095308	live
