CL:0000019,CL:0000056,CL:0000057,CL:0000084,CL:0000094,CL:0000115,CL:0000148,CL:0000235,CL:0000236,CL:0000540,CL:0000542,CL:0000576,CL:0000623,CL:0000738,CL:0000775,CL:0000813,CL:0000910;BTO:0000289,CL:0002322;BTO:0001086,CL:0002419,CL:0002420,CL:2000001,CL:2000064,UBERON:0000002,UBERON:0000006,UBERON:0000007,UBERON:0000056,UBERON:0000160,UBERON:0000178,UBERON:0000305,UBERON:0000310,UBERON:0000365,UBERON:0000451,UBERON:0000922,UBERON:0000945,UBERON:0000955,UBERON:0000964,UBERON:0000966,UBERON:0000992,UBERON:0001005,UBERON:0001013,UBERON:0001021,UBERON:0001037,UBERON:0001043,UBERON:0001052,UBERON:0001103,UBERON:0001155,UBERON:0001159,UBERON:0001199,UBERON:0001242,UBERON:0001245,UBERON:0001264,UBERON:0001295,UBERON:0001379,UBERON:0001496,UBERON:0001729,UBERON:0001737,UBERON:0001836,UBERON:0001870,UBERON:0001871,UBERON:0001872,UBERON:0001873,UBERON:0001874,UBERON:0001882,UBERON:0001901,UBERON:0001987,UBERON:0002031,UBERON:0002037,UBERON:0002046,UBERON:0002048,UBERON:0002079,UBERON:0002097,UBERON:0002106,UBERON:0002107,UBERON:0002108,UBERON:0002113,UBERON:0002114,UBERON:0002190,UBERON:0002331,UBERON:0002336,UBERON:0002363,UBERON:0002367,UBERON:0002370,UBERON:0002371,UBERON:0002394,UBERON:0002418,UBERON:0002421,UBERON:0002424,UBERON:0002481,UBERON:0002576,UBERON:0002728,UBERON:0002756,UBERON:0002771,UBERON:0003387,UBERON:0003889,UBERON:0004167,UBERON:0004178,UBERON:0004802,UBERON:0005384,UBERON:0006920,UBERON:0006922,UBERON:0006956,UBERON:0007311,UBERON:0008420,UBERON:0009834,UBERON:0012168,UBERON:0035818,UBERON:0007106,CL:0001050,CL:0002322,CL:0000134,UBERON:0001913,UBERON:0001003,UBERON:0002416,UBERON:0002384,UBERON:0000990,UBERON:0002390,UBERON:0000474,UBERON:0002330,UBERON:0000079,UBERON:0001007,UBERON:0001004,UBERON:0001032,UBERON:0000483,UBERON:0001044,UBERON:0000949,UBERON:0002385,UBERON:0002204,UBERON:0000948,UBERON:0004535,UBERON:0000059,UBERON:0000947,UBERON:0001981,UBERON:0000970,UBERON:0001016,UBERON:0000995,UBERON:0001276,UBERON:0002185,UBERON:0003126,UBERON:0001135,UBERON:0006562,UBERON:0003410,CL:1000458,UBERON:0002050,UBERON:0003134,UBERON:8450002,CL:0000312,CL:0000127,BTO:0001678,UBERON:0000956,UBERON:0002435,UBERON:0002420,root,UBERON:0001017
sperm,myoblast,fibroblast,T cell,granulocyte,endothelial cell,melanocyte,macrophage,B cell,neuron,lymphocyte,monocyte,natural killer cell,leukocyte,neutrophil,memory T cell,cytotoxic T cell,embryonic stem cell,mature T cell,immature T cell,peripheral blood mononuclear cell,ovarian surface epithelial cell,uterine cervix,islet of Langerhans,pituitary gland,ureter,intestine,blood,amnion,breast,urothelium,prefrontal cortex,embryo,stomach,brain,cornea,retina,ovary,airway,adipose tissue,nerve,strand of hair,esophagus,rectum,diaphragm,colon,sigmoid colon,mucosa of stomach,intestinal mucosa,anus,pancreas,endometrium,vastus lateralis,ascending aorta,oropharynx,larynx,saliva,frontal cortex,temporal lobe,parietal lobe,caudate nucleus,putamen,nucleus accumbens,epithelium of trachea,placenta,epithelium of bronchus,cerebellum,thyroid gland,lung,left cardiac atrium,skin of body,spleen,liver,small intestine,kidney,duodenum,subcutaneous adipose tissue,umbilical cord,corpus callosum,dura mater,prostate gland,thymus,bone marrow,bile duct,cartilage tissue,hippocampal formation,oral epithelium,bone tissue,temporal pole,entorhinal cortex,anterior cingulate gyrus,middle temporal gyrus,smooth muscle of trachea,fallopian tube,orbitofrontal cortex,aorta smooth muscle tissue,respiratory tract epithelium,nasal cavity epithelium,esophageal squamous epithelium,cervix squamous epithelium,buccal mucosa,sputum,buccal epithelium,dorsolateral prefrontal cortex,umbilical cord blood,visceral fat,chorionic villus,cytotoxic t-lymphocyte,embryonic stem cell,mesenchymal stem cells,milk,skin epidermis,integumental system,connective tissue,reproductive system,hematopoietic system,female reproductive system,exocrine system,male reproductive system,digestive system,respiratory system,sensory system,epithelium,salivary gland,endocrine system,muscle tissue,musculoskeletal system,heart,cardiovascular system,large intestine,aorta,blood vessel,eye,nervous system,uterus,epithelium of stomach,bronchus,trachea,smooth muscle,pharynx,oropharyngeal gland,melanocyte,embryonic structure,female reproductive organ,excretory system,keratinocyte,astrocyte,th1 cell,cerebral cortex,striatum,basal ganglion,root,central nervous system
